_id;agrupamento;fonte;id_estudante;id_fonte;id_questionario;método;nota;tipo
632354eadcd9cfe3b8b79444;False;null;3;31;4;casos;8,75;estudo
632354eadcd9cfe3b8b79445;False;null;3;32;4;casos;7,5;estudo
632354eadcd9cfe3b8b79446;False;null;3;33;4;casos;0;estudo
632354eadcd9cfe3b8b79447;False;null;3;34;4;casos;0;estudo
632354eadcd9cfe3b8b79448;False;null;3;35;4;casos;0;estudo
632354ebdcd9cfe3b8b79449;False;null;3;36;4;casos;0;estudo
632354ebdcd9cfe3b8b7944a;False;3;3;Média;4;casos;2,708333333333333;estudo
632354f1dcd9cfe3b8b79457;False;null;5;31;4;casos;10;estudo
632354f1dcd9cfe3b8b79458;False;null;5;32;4;casos;8,375;estudo
632354f1dcd9cfe3b8b79459;False;null;5;33;4;casos;4,5;estudo
632354f2dcd9cfe3b8b7945a;False;null;5;34;4;casos;2,5;estudo
632354f2dcd9cfe3b8b7945b;False;null;5;35;4;casos;3,5;estudo
632354f2dcd9cfe3b8b7945c;False;null;5;36;4;casos;5,769230769230768;estudo
632354f2dcd9cfe3b8b7945d;False;3;5;Média;4;casos;5,774038461538461;estudo
632354f8dcd9cfe3b8b7946a;False;null;4;31;4;casos;10;estudo
632354f8dcd9cfe3b8b7946b;False;null;4;32;4;casos;4,614153439153439;estudo
632354f8dcd9cfe3b8b7946c;False;null;4;33;4;casos;5;estudo
632354f8dcd9cfe3b8b7946d;False;null;4;34;4;casos;4,375;estudo
632354f8dcd9cfe3b8b7946e;False;null;4;35;4;casos;3,4375;estudo
632354f8dcd9cfe3b8b7946f;False;null;4;36;4;casos;6,5;estudo
632354f8dcd9cfe3b8b79470;False;3;4;Média;4;casos;5,6544422398589065;estudo
632354fbdcd9cfe3b8b7947d;False;null;6;31;4;casos;0;estudo
632354fcdcd9cfe3b8b7947e;False;null;6;32;4;casos;0;estudo
632354fcdcd9cfe3b8b7947f;False;null;6;33;4;casos;0;estudo
632354fcdcd9cfe3b8b79480;False;null;6;34;4;casos;0;estudo
632354fcdcd9cfe3b8b79481;False;null;6;35;4;casos;0;estudo
632354fcdcd9cfe3b8b79482;False;null;6;36;4;casos;0;estudo
632354fddcd9cfe3b8b79483;False;3;6;Média;4;casos;0;estudo
63235500dcd9cfe3b8b79490;False;null;7;31;4;casos;6,75;estudo
63235500dcd9cfe3b8b79491;False;null;7;32;4;casos;4,840979554214848;estudo
63235501dcd9cfe3b8b79492;False;null;7;33;4;casos;2,6666666666666665;estudo
63235501dcd9cfe3b8b79493;False;null;7;34;4;casos;2,8125;estudo
63235501dcd9cfe3b8b79494;False;null;7;35;4;casos;3,125;estudo
