_id;alternativa;bimestre;event;fonte;id_elemento;id_estudante;id_questao;id_questionario;id_sessao;id_simulado;materia;nivel;page;semestre;subtopico;time;tipo_sessao;turma;versao_simulado
61aa217c59db1daf4d617d91;60;202104;input;physical;ef1;4;34;4;1;4;Matemática;2;/aula/atividade/4/player;202102;Trigonometria;1638539594900;1;1;1
61aa218159db1daf4d617d97;60;202104;confirmation;physical;ef1;4;34;4;1;4;Matemática;2;/aula/atividade/4/player;202102;Trigonometria;1638539599587;1;1;1
61aa218659db1daf4d617da3;;202104;click;virtual;testcase-34;4;34;4;1;4;Matemática;2;/aula/atividade/4/player;202102;Trigonometria;1638539604636;1;1;1
61aa218e59db1daf4d617daf;80;202104;input;physical;ef1;4;34;4;1;4;Matemática;2;/aula/atividade/4/player;202102;Trigonometria;1638539612594;1;1;1
61aa21a159db1daf4d617de3;;202104;click;virtual;testcase-34;4;34;4;1;4;Matemática;2;/aula/atividade/4/player;202102;Trigonometria;1638539631226;1;1;1
61aa21a759db1daf4d617deb;20;202104;input;physical;ef1;4;34;4;1;4;Matemática;2;/aula/atividade/4/player;202102;Trigonometria;1638539637212;1;1;1
61aa21a959db1daf4d617df3;;202104;click;virtual;testcase-34;4;34;4;1;4;Matemática;2;/aula/atividade/4/player;202102;Trigonometria;1638539639268;1;1;1
61aa21c259db1daf4d617e31;60;202104;confirmation;physical;ef1;4;34;4;1;4;Matemática;2;/aula/atividade/4/player;202102;Trigonometria;1638539664329;1;1;1
61aa217759db1daf4d617d85;;202104;click;virtual;testcase-34;4;34;4;1;4;Matemática;2;/aula/atividade/4/player;202102;Trigonometria;1638539589592;1;1;1
61aa218059db1daf4d617d95;;202104;click;virtual;testcase-34;4;34;4;1;4;Matemática;2;/aula/atividade/4/player;202102;Trigonometria;1638539598074;1;1;1
61aa218459db1daf4d617d9a;90;202104;input;physical;ef1;4;34;4;1;4;Matemática;2;/aula/atividade/4/player;202102;Trigonometria;1638539602865;1;1;1
