_id,idAluno,idQuestionario,mediaPonderada
61da74fc090d3c0d6103e19e,373,544,5
61da7501090d3c0d6103e1a0,368,544,3.6666666666666665
61da7505090d3c0d6103e1a2,342,544,4.666666666666667
61da750f090d3c0d6103e1a7,370,544,4.166666666666667
61da7513090d3c0d6103e1a9,364,544,2.3333333333333335
61da7518090d3c0d6103e1ab,376,544,3.6666666666666665
61da751c090d3c0d6103e1ad,382,544,4.333333333333334
61da7521090d3c0d6103e1af,377,544,8
