_id,idAluno,idQuestionario,mediaTradicional
61da748e7ee7d38bc683bf31,373,544,2.6666666666666665
61da74927ee7d38bc683bf33,368,544,2.6666666666666665
61da74967ee7d38bc683bf35,342,544,2.6666666666666665
61da749f7ee7d38bc683bf3a,370,544,2
61da74a37ee7d38bc683bf3c,364,544,0
61da74a77ee7d38bc683bf3e,376,544,2
61da74ab7ee7d38bc683bf40,382,544,2
61da74b07ee7d38bc683bf42,377,544,6.666666666666666
