_id,compreensao,idAluno,idQuestionario
61f038d72ae74262b6f59177,0.4590391229855761,373,544
61f038d82ae74262b6f59179,0.29535133389070456,368,544
61f038d92ae74262b6f5917b,0.2375931445603577,342,544
61f038da2ae74262b6f59180,0.34336131464450503,370,544
61f038db2ae74262b6f59182,0.25,364,544
61f038dc2ae74262b6f59184,0.22943037974683544,376,544
61f038dc2ae74262b6f59186,0.3997019133006747,382,544
61f038dd2ae74262b6f59188,0.6849808154604587,377,544
