_id,agrupamento,fonte,id_estudante,id_fonte,id_questionario,método,nota,tipo
621b6b9213008a8aa554e03b,True,1,3,EF1,1,entradas,0,
621b6b9213008a8aa554e03c,True,2,3,EV1,1,entradas,0,
621b6b9213008a8aa554e03d,True,2,3,EV2,1,entradas,0,
621b6b9213008a8aa554e03e,True,3,3,Média,1,entradas,0,
621b6b9313008a8aa554e03f,True,1,5,EF1,1,entradas,2.1354166666666665,
621b6b9313008a8aa554e040,True,2,5,EV1,1,entradas,0,
621b6b9313008a8aa554e041,True,2,5,EV2,1,entradas,0,
621b6b9313008a8aa554e042,True,3,5,Média,1,entradas,0.7118055555555555,
621b6b9313008a8aa554e043,True,1,4,EF1,1,entradas,0,
621b6b9313008a8aa554e044,True,2,4,EV1,1,entradas,0,
621b6b9413008a8aa554e045,True,2,4,EV2,1,entradas,0,
621b6b9413008a8aa554e046,True,3,4,Média,1,entradas,0,
621b6b9413008a8aa554e047,True,1,6,EF1,1,entradas,0,
621b6b9413008a8aa554e048,True,2,6,EV1,1,entradas,0,
621b6b9413008a8aa554e049,True,2,6,EV2,1,entradas,0,
621b6b9413008a8aa554e04a,True,3,6,Média,1,entradas,0,
621b6b9513008a8aa554e04b,True,1,7,EF1,1,entradas,1.2388392857142856,
621b6b9513008a8aa554e04c,True,2,7,EV1,1,entradas,0,
621b6b9513008a8aa554e04d,True,2,7,EV2,1,entradas,0,
621b6b9513008a8aa554e04e,True,3,7,Média,1,entradas,0.41294642857142855,
621b6b9613008a8aa554e04f,True,1,9,EF1,1,entradas,0,
621b6b9613008a8aa554e050,True,2,9,EV1,1,entradas,0,
621b6b9613008a8aa554e051,True,2,9,EV2,1,entradas,0,
621b6b9613008a8aa554e052,True,3,9,Média,1,entradas,0,
621b6b9613008a8aa554e053,True,1,10,EF1,1,entradas,1.8350074404761902,
621b6b9613008a8aa554e054,True,2,10,EV1,1,entradas,2.0963541666666665,
621b6b9613008a8aa554e055,True,2,10,EV2,1,entradas,0,
621b6b9713008a8aa554e056,True,3,10,Média,1,entradas,1.3104538690476188,
621b6b9713008a8aa554e057,True,1,11,EF1,1,entradas,0.46875,
621b6b9713008a8aa554e058,True,2,11,EV1,1,entradas,1.25,
621b6b9713008a8aa554e059,True,2,11,EV2,1,entradas,0.234375,
621b6b9713008a8aa554e05a,True,3,11,Média,1,entradas,0.6510416666666666,
621b6b9813008a8aa554e05b,True,1,12,EF1,1,entradas,0,
621b6b9813008a8aa554e05c,True,2,12,EV1,1,entradas,0,
621b6b9813008a8aa554e05d,True,2,12,EV2,1,entradas,0,
621b6b9813008a8aa554e05e,True,3,12,Média,1,entradas,0,
621b6b9813008a8aa554e05f,True,1,13,EF1,1,entradas,0,
621b6b9813008a8aa554e060,True,2,13,EV1,1,entradas,0,
621b6b9913008a8aa554e061,True,2,13,EV2,1,entradas,2.1875,
621b6b9913008a8aa554e062,True,3,13,Média,1,entradas,0.7291666666666666,
