h_id;agrupamento;assertividade;fonte;id_estudante;id_fonte;id_questionario;método
6395381b0dedcfcbae159bf0;False;0,9473684210526315;2;9;EV1;2;entradas
6395381b0dedcfcbae159bf1;False;0,782608695652174;2;9;EV2;2;entradas
6395381b0dedcfcbae159bf2;False;0,7702074259983761;3;9;Média;2;entradas
6395381e0dedcfcbae159bf7;False;0,3181818181818182;1;10;EF1;2;entradas
6395381e0dedcfcbae159bf8;False;1;2;10;EV1;2;entradas
6395381e0dedcfcbae159bf9;False;0,7142857142857143;2;10;EV2;2;entradas
6395381e0dedcfcbae159bfa;False;0,6774891774891775;3;10;Média;2;entradas
639538220dedcfcbae159bff;False;0,4827586206896552;1;11;EF1;2;entradas
639538220dedcfcbae159c00;False;0,8666666666666667;2;11;EV1;2;entradas
639538220dedcfcbae159c01;False;0,7647058823529411;2;11;EV2;2;entradas
639538220dedcfcbae159c02;False;0,7047103899030877;3;11;Média;2;entradas
639538270dedcfcbae159c07;False;0,3958333333333333;1;12;EF1;2;entradas
639538270dedcfcbae159c08;False;0,8571428571428571;2;12;EV1;2;entradas
639538270dedcfcbae159c09;False;0,6666666666666666;2;12;EV2;2;entradas
639538270dedcfcbae159c0a;False;0,6398809523809524;3;12;Média;2;entradas
6395382c0dedcfcbae159c0f;False;0,36;1;13;EF1;2;entradas
6395382c0dedcfcbae159c10;False;1;2;13;EV1;2;entradas
6395382c0dedcfcbae159c11;False;1;2;13;EV2;2;entradas
6395382c0dedcfcbae159c12;False;0,7866666666666666;3;13;Média;2;entradas
639538300dedcfcbae159c17;False;0,6206896551724138;1;14;EF1;2;entradas
639538310dedcfcbae159c18;False;0,9;2;14;EV1;2;entradas
639538310dedcfcbae159c19;False;0,8260869565217391;2;14;EV2;2;entradas
639538310dedcfcbae159c1a;False;0,7822588705647177;3;14;Média;2;entradas
639538360dedcfcbae159c1f;False;0,4090909090909091;1;16;EF1;2;entradas
639538360dedcfcbae159c20;False;1;2;16;EV1;2;entradas
639538360dedcfcbae159c21;False;0,6923076923076923;2;16;EV2;2;entradas
639538360dedcfcbae159c22;False;0,7004662004662006;3;16;Média;2;entradas
6395383b0dedcfcbae159c27;False;0,36538461538461536;1;17;EF1;2;entradas
6395383b0dedcfcbae159c28;False;0,8571428571428571;2;17;EV1;2;entradas
6395383b0dedcfcbae159c29;False;0,8260869565217391;2;17;EV2;2;entradas
6395383b0dedcfcbae159c2a;False;0,6828714763497371;3;17;Média;2;entradas
6395383f0dedcfcbae159c2f;False;0,5;1;18;EF1;2;entradas
6395383f0dedcfcbae159c30;False;0,9;2;18;EV1;2;entradas
639538400dedcfcbae159c31;False;0,5263157894736842;2;18;EV2;2;entradas
639538400dedcfcbae159c32;False;0,6421052631578946;3;18;Média;2;entradas
639538470dedcfcbae159c37;False;0,22988505747126436;1;19;EF1;2;entradas
639538470dedcfcbae159c38;False;0,8571428571428571;2;19;EV1;2;entradas
639538470dedcfcbae159c39;False;0,3559322033898305;2;19;EV2;2;entradas
639538480dedcfcbae159c3a;False;0,4809867060013173;3;19;Média;2;entradas
6395384d0dedcfcbae159c3f;False;0,59375;1;20;EF1;2;entradas
6395384d0dedcfcbae159c40;False;1;2;20;EV1;2;entradas
6395384d0dedcfcbae159c41;False;0,85;2;20;EV2;2;entradas
6395384d0dedcfcbae159c42;False;0,8145833333333333;3;20;Média;2;entradas
639538530dedcfcbae159c47;False;0,65;1;21;EF1;2;entradas
639538530dedcfcbae159c48;False;0,8461538461538461;2;21;EV1;2;entradas
639538530dedcfcbae159c49;False;0,4782608695652174;2;21;EV2;2;entradas
639538530dedcfcbae159c4a;False;0,6581382385730211;3;21;Média;2;entradas
6395385b0dedcfcbae159c4f;False;0,4318181818181818;1;22;EF1;2;entradas
6395385b0dedcfcbae159c50;False;1;2;22;EV1;2;entradas
6395385c0dedcfcbae159c51;False;0,75;2;22;EV2;2;entradas
6395385c0dedcfcbae159c52;False;0,7272727272727272;3;22;Média;2;entradas
639538660dedcfcbae159c57;False;0,5142857142857142;1;23;EF1;2;entradas
639538660dedcfcbae159c58;False;1;2;23;EV1;2;entradas
639538660dedcfcbae159c59;False;0,9473684210526315;2;23;EV2;2;entradas
639538660dedcfcbae159c5a;False;0,8205513784461153;3;23;Média;2;entradas
6395386c0dedcfcbae159c5f;False;0,7916666666666666;1;24;EF1;2;entradas
6395386c0dedcfcbae159c60;False;1;2;24;EV1;2;entradas
6395386c0dedcfcbae159c61;False;0,8571428571428571;2;24;EV2;2;entradas
6395386c0dedcfcbae159c62;False;0,8829365079365079;3;24;Média;2;entradas
639538720dedcfcbae159c63;False;0,18095238095238095;1;25;EF1;2;entradas
639538720dedcfcbae159c64;False;0,7916666666666666;2;25;EV1;2;entradas
639538720dedcfcbae159c65;False;0,9;2;25;EV2;2;entradas
639538720dedcfcbae159c66;False;0,6242063492063492;3;25;Média;2;entradas
