_id;agrupamento;fonte;id_estudante;id_fonte;id_questionario;método;nota;tipo
6308408e1cadee1d899eae7c;False;null;3;27;3;casos;1;binaria
6308408f1cadee1d899eae7d;False;null;3;28;3;casos;1;binaria
6308408f1cadee1d899eae7e;False;null;3;29;3;casos;1;binaria
6308408f1cadee1d899eae7f;False;null;3;30;3;casos;1;binaria
6308408f1cadee1d899eae80;False;null;3;37;3;casos;1;binaria
6308408f1cadee1d899eae81;False;null;3;42;3;casos;1;binaria
6308408f1cadee1d899eae82;False;3;3;Média;3;casos;10;binaria
630840911cadee1d899eae8f;False;null;5;27;3;casos;1;binaria
630840911cadee1d899eae90;False;null;5;28;3;casos;1;binaria
630840911cadee1d899eae91;False;null;5;29;3;casos;1;binaria
630840921cadee1d899eae92;False;null;5;30;3;casos;1;binaria
630840921cadee1d899eae93;False;null;5;37;3;casos;1;binaria
630840921cadee1d899eae94;False;null;5;42;3;casos;1;binaria
630840921cadee1d899eae95;False;3;5;Média;3;casos;10;binaria
630840941cadee1d899eaea2;False;null;4;27;3;casos;1;binaria
630840941cadee1d899eaea3;False;null;4;28;3;casos;1;binaria
630840941cadee1d899eaea4;False;null;4;29;3;casos;1;binaria
630840941cadee1d899eaea5;False;null;4;30;3;casos;1;binaria
630840941cadee1d899eaea6;False;null;4;37;3;casos;1;binaria
630840951cadee1d899eaea7;False;null;4;42;3;casos;1;binaria
630840951cadee1d899eaea8;False;3;4;Média;3;casos;10;binaria
630840971cadee1d899eaeb5;False;null;6;27;3;casos;1;binaria
630840971cadee1d899eaeb6;False;null;6;28;3;casos;1;binaria
630840971cadee1d899eaeb7;False;null;6;29;3;casos;1;binaria
630840971cadee1d899eaeb8;False;null;6;30;3;casos;1;binaria
630840971cadee1d899eaeb9;False;null;6;37;3;casos;1;binaria
630840971cadee1d899eaeba;False;null;6;42;3;casos;1;binaria
630840971cadee1d899eaebb;False;3;6;Média;3;casos;10;binaria
6308409a1cadee1d899eaec8;False;null;7;27;3;casos;1;binaria
6308409a1cadee1d899eaec9;False;null;7;28;3;casos;1;binaria
6308409a1cadee1d899eaeca;False;null;7;29;3;casos;1;binaria
6308409a1cadee1d899eaecb;False;null;7;30;3;casos;1;binaria
6308409a1cadee1d899eaecc;False;null;7;37;3;casos;1;binaria
6308409a1cadee1d899eaecd;False;null;7;42;3;casos;1;binaria
6308409a1cadee1d899eaece;False;3;7;Média;3;casos;10;binaria
6308409c1cadee1d899eaedb;False;null;9;27;3;casos;1;binaria
6308409c1cadee1d899eaedc;False;null;9;28;3;casos;1;binaria
