NCQ;_id;agrupamento;fonte;id_elemento;id_estudante;id_fonte;id_questionario;método
0;6394ea3f0dedcfcbae158c71;False;null;38;3;null;5;casos
0;6394ea3f0dedcfcbae158c72;False;null;39;3;null;5;casos
0;6394ea3f0dedcfcbae158c73;False;null;40;3;null;5;casos
0;6394ea3f0dedcfcbae158c74;False;null;41;3;null;5;casos
0,1284611679569564;6394ea450dedcfcbae158c84;False;null;38;5;null;5;casos
0,2532833020637899;6394ea450dedcfcbae158c85;False;null;39;5;null;5;casos
0,43902439024390244;6394ea460dedcfcbae158c86;False;null;40;5;null;5;casos
0,9561752988047809;6394ea460dedcfcbae158c87;False;null;41;5;null;5;casos
1;6394ea4b0dedcfcbae158c97;False;null;38;4;null;5;casos
0,474012474012474;6394ea4b0dedcfcbae158c98;False;null;39;4;null;5;casos
0,20833333333333331;6394ea4b0dedcfcbae158c99;False;null;40;4;null;5;casos
0,4768211920529801;6394ea4c0dedcfcbae158c9a;False;null;41;4;null;5;casos
0;6394ea500dedcfcbae158caa;False;null;38;6;null;5;casos
0;6394ea500dedcfcbae158cab;False;null;39;6;null;5;casos
0;6394ea510dedcfcbae158cac;False;null;40;6;null;5;casos
0;6394ea510dedcfcbae158cad;False;null;41;6;null;5;casos
0,07621284965034963;6394ea550dedcfcbae158cbd;False;null;38;7;null;5;casos
0,29198353450080233;6394ea550dedcfcbae158cbe;False;null;39;7;null;5;casos
0,569620253164557;6394ea560dedcfcbae158cbf;False;null;40;7;null;5;casos
0,37178265014299333;6394ea560dedcfcbae158cc0;False;null;41;7;null;5;casos
0,15842281288505544;6394ea5a0dedcfcbae158cd0;False;null;38;9;null;5;casos
0,49059427105600684;6394ea5b0dedcfcbae158cd1;False;null;39;9;null;5;casos
0,9090909090909092;6394ea5b0dedcfcbae158cd2;False;null;40;9;null;5;casos
0,9102402022756005;6394ea5b0dedcfcbae158cd3;False;null;41;9;null;5;casos
0;6394ea600dedcfcbae158ce3;False;null;38;10;null;5;casos
0;6394ea600dedcfcbae158ce4;False;null;39;10;null;5;casos
0;6394ea600dedcfcbae158ce5;False;null;40;10;null;5;casos
0;6394ea610dedcfcbae158ce6;False;null;41;10;null;5;casos
0;6394ea650dedcfcbae158cf6;False;null;38;11;null;5;casos
0;6394ea660dedcfcbae158cf7;False;null;39;11;null;5;casos
0;6394ea660dedcfcbae158cf8;False;null;40;11;null;5;casos
0;6394ea660dedcfcbae158cf9;False;null;41;11;null;5;casos
0,20274313336696742;6394ea6b0dedcfcbae158d09;False;null;38;12;null;5;casos
0,1694277108433735;6394ea6b0dedcfcbae158d0a;False;null;39;12;null;5;casos
0,9326424870466321;6394ea6b0dedcfcbae158d0b;False;null;40;12;null;5;casos
0,7238605898123325;6394ea6b0dedcfcbae158d0c;False;null;41;12;null;5;casos
0;6394ea700dedcfcbae158d1c;False;null;38;13;null;5;casos
0;6394ea700dedcfcbae158d1d;False;null;39;13;null;5;casos
0;6394ea710dedcfcbae158d1e;False;null;40;13;null;5;casos
0;6394ea710dedcfcbae158d1f;False;null;41;13;null;5;casos
0;6394ea760dedcfcbae158d2f;False;null;38;14;null;5;casos
0;6394ea760dedcfcbae158d30;False;null;39;14;null;5;casos
0;6394ea760dedcfcbae158d31;False;null;40;14;null;5;casos
0;6394ea760dedcfcbae158d32;False;null;41;14;null;5;casos
0,9734114465975664;6394ea7b0dedcfcbae158d42;False;null;38;16;null;5;casos
0,33346787213432355;6394ea7b0dedcfcbae158d43;False;null;39;16;null;5;casos
0,13119533527696792;6394ea7b0dedcfcbae158d44;False;null;40;16;null;5;casos
0,48064085447263016;6394ea7c0dedcfcbae158d45;False;null;41;16;null;5;casos
0,2657718120805369;6394ea800dedcfcbae158d55;False;null;38;17;null;5;casos
0,34244206157039087;6394ea810dedcfcbae158d56;False;null;39;17;null;5;casos
0,8333333333333333;6394ea810dedcfcbae158d57;False;null;40;17;null;5;casos
0,9876543209876543;6394ea810dedcfcbae158d58;False;null;41;17;null;5;casos
0,2521008403361344;6394ea860dedcfcbae158d68;False;null;38;18;null;5;casos
0,3799071338117349;6394ea860dedcfcbae158d69;False;null;39;18;null;5;casos
0,5901639344262294;6394ea870dedcfcbae158d6a;False;null;40;18;null;5;casos
1;6394ea870dedcfcbae158d6b;False;null;41;18;null;5;casos
0,21747885622231167;6394ea8d0dedcfcbae158d7b;False;null;38;19;null;5;casos
0,38144213381555153;6394ea8d0dedcfcbae158d7c;False;null;39;19;null;5;casos
0,21599999999999997;6394ea8d0dedcfcbae158d7d;False;null;40;19;null;5;casos
0,9876543209876543;6394ea8d0dedcfcbae158d7e;False;null;41;19;null;5;casos
0,20148836052320643;6394ea920dedcfcbae158d8e;False;null;38;20;null;5;casos
0,32687651331719125;6394ea930dedcfcbae158d8f;False;null;39;20;null;5;casos
0,29296875;6394ea930dedcfcbae158d90;False;null;40;20;null;5;casos
0,07971656333038087;6394ea930dedcfcbae158d91;False;null;41;20;null;5;casos
0,8509680324178298;6394ea980dedcfcbae158da1;False;null;38;21;null;5;casos
0,6288819875776397;6394ea980dedcfcbae158da2;False;null;39;21;null;5;casos
0,45918367346938777;6394ea980dedcfcbae158da3;False;null;40;21;null;5;casos
0,9473684210526315;6394ea980dedcfcbae158da4;False;null;41;21;null;5;casos
0,24601900464268667;6394ea9d0dedcfcbae158db4;False;null;38;22;null;5;casos
0,19377783473775267;6394ea9d0dedcfcbae158db5;False;null;39;22;null;5;casos
0,8695652173913043;6394ea9d0dedcfcbae158db6;False;null;40;22;null;5;casos
0,989010989010989;6394ea9e0dedcfcbae158db7;False;null;41;22;null;5;casos
