_id,assertividade,idAluno,idQuestionario
61da727c67cbbb2add1443e0,0.4782608695652174,350,594
61da728267cbbb2add1443e3,0.7,372,594
61da728767cbbb2add1443e6,0.7777777777777778,363,594
61da728e67cbbb2add1443e9,0.42105263157894735,360,594
61da729367cbbb2add1443ec,0.65,361,594
61da729867cbbb2add1443ef,1,345,594
61da729d67cbbb2add1443f2,0.5555555555555556,374,594
61da72a367cbbb2add1443f5,0.8,355,594
61da72a867cbbb2add1443f8,0.5789473684210527,354,594
