_id,idAluno,idQuestionario,mediaTradicional
61da748f7ee7d38bc683bf32,373,576,6
61da74947ee7d38bc683bf34,368,576,8
61da74997ee7d38bc683bf37,352,576,6.666666666666666
61da749d7ee7d38bc683bf39,383,576,7.333333333333333
61da74a17ee7d38bc683bf3b,370,576,8
61da74a57ee7d38bc683bf3d,364,576,3.333333333333333
61da74a97ee7d38bc683bf3f,376,576,6.666666666666666
61da74ad7ee7d38bc683bf41,382,576,4.666666666666667
61da74b27ee7d38bc683bf43,377,576,10
