_id,idAluno,idQuestionario,mediaPonderada
61da74fd090d3c0d6103e19f,373,576,7.333333333333333
61da7503090d3c0d6103e1a1,368,576,8.833333333333332
61da7509090d3c0d6103e1a4,352,576,7.5
61da750d090d3c0d6103e1a6,383,576,8.333333333333334
61da7511090d3c0d6103e1a8,370,576,8.666666666666668
61da7515090d3c0d6103e1aa,364,576,4.833333333333333
61da751a090d3c0d6103e1ac,376,576,7.666666666666667
61da751e090d3c0d6103e1ae,382,576,6.5
61da7523090d3c0d6103e1b0,377,576,10
