_id,compreensao,idAluno,idQuestionario
61f038cd2ae74262b6f59157,0.5431408285120412,350,594
61f038ce2ae74262b6f5915a,0.7762002525486167,372,594
61f038cf2ae74262b6f5915d,0.886185373120692,363,594
61f038d02ae74262b6f59160,0.6603876927526683,360,594
61f038d02ae74262b6f59163,0.6203887693955433,361,594
61f038d12ae74262b6f59166,0.8483248114628013,345,594
61f038d22ae74262b6f59169,0.6845829304681091,374,594
61f038d32ae74262b6f5916c,0.789904136209458,355,594
61f038d42ae74262b6f5916f,0.6597199608455064,354,594
